Degree,Institution,Graduation Year,Experience (Companies),Skills
M.Sc,Wong-Robinson,2008,Brock-Gonzales,"Python, Machine Learning, Blockchain, Cloud Computing, Deep Learning"
MBA,Harris-Wilson,2020,Thompson Group,"C++, Data Analysis, Deep Learning, DevOps, Machine Learning, Python"
B.Tech,"Lara, West and Banks",2009,Gonzales Ltd; Roberts-Howard,"Deep Learning, Project Management, Data Analysis, DevOps, Java"
MBA,"Newman, Evans and Erickson",2014,"Little LLC; Boyd, House and Garcia; Torres Inc; Jones, Jones and Herman","Python, DevOps, Cloud Computing, SQL, Machine Learning, Cybersecurity, AI"
M.Tech,Mitchell-Collier,2009,"Johnson, Adams and Lopez; Barrera-Barnes; Ibarra, Valencia and Garner","Project Management, C++, Data Analysis, Cloud Computing"
PhD,Hernandez LLC,2024,"Mckee, Pennington and Sullivan; Bartlett, Freeman and Hamilton; Smith, Patrick and Fritz","Python, Java, Mobile Development, DevOps, Blockchain"
MBA,Malone-Simmons,2005,Wright and Sons,"Data Analysis, Deep Learning, C++, Project Management"
M.Tech,"Johnson, Allen and Martinez",2023,"Clayton LLC; Bell Ltd; Avila, Johnson and Barnett; Zamora, Ramsey and Kim","Blockchain, Machine Learning, C++, Cloud Computing, DevOps, Java"
Diploma,Richardson-Johnson,2003,"Peterson and Sons; Smith, Williams and Lamb; Barnes Inc; Ross Inc","DevOps, AI, Python, Machine Learning"
M.Tech,Kennedy Inc,2000,"Perez Inc; Griffin, Jackson and Nguyen","Data Analysis, Cloud Computing, Project Management, Web Development, Machine Learning, Java"
PhD,Carter PLC,2013,Lawrence-Tucker; Lopez Group; Hall-Garcia,"SQL, Cloud Computing, AI, Project Management"
B.Tech,Weber-Rodriguez,2022,Rivers-Brown; Osborn Ltd; Salazar Group,"Python, Project Management, Java, Blockchain, Cloud Computing, Web Development, AI"
M.Sc,Williams-Barnett,2016,Callahan and Sons; Davis-Butler; Sharp Group; Sandoval-Matthews; Mathis Group,"AI, Web Development, Data Analysis, Blockchain, Cybersecurity, Machine Learning"
M.Sc,Jacobson Group,2022,"Weber-Grant; Meyer, Mason and Williams","Python, SQL, Deep Learning, AI"
MBA,Mathews-Smith,2000,"Anderson and Sons; Richardson Ltd; Bradley, Taylor and Perez; Walters, Cooper and Johnson; Thomas, Leblanc and Friedman","DevOps, Deep Learning, Web Development, Java, AI, Blockchain, Python"
B.Sc,Barnes-Weaver,2008,"Taylor-Robinson; Reyes-Gonzalez; Cole, Boyer and Bates","Project Management, Cybersecurity, C++, Python"
Diploma,Skinner-Martin,2020,Davis LLC,"Data Analysis, Cybersecurity, Web Development, C++, Cloud Computing, Java, Machine Learning"
B.Tech,"Duarte, Rodriguez and Humphrey",2009,"Maldonado, Rhodes and Johnson; Chung-Malone; Parker and Sons","Deep Learning, Python, Data Analysis, Mobile Development, Machine Learning, DevOps"
M.Tech,"Brewer, Martinez and Brown",2006,"Morris, Hernandez and Bradley; Lopez PLC; Hopkins Inc","Machine Learning, C++, Cloud Computing, AI, Deep Learning, Python"
B.Tech,Mcdonald and Sons,2008,"Ewing, Taylor and Wood","Web Development, Cybersecurity, SQL, AI, C++, Machine Learning, Cloud Computing"
M.Sc,"Hale, Hess and Davis",2017,"Smith-Ware; Garcia, Smith and Key; Miller PLC","Java, SQL, Mobile Development, AI, Machine Learning, Web Development"
MBA,Jackson-Bryan,2018,Fletcher-Barry,"Python, Project Management, Blockchain, DevOps, AI, Java, Cybersecurity"
PhD,Nash-Valdez,2022,"Stokes, Young and Johnson; Thomas-Hanson; White Ltd; Patton, Fletcher and Stanley","Project Management, Data Analysis, Web Development, Machine Learning, Deep Learning, Blockchain"
B.Tech,Wilson LLC,2024,Andrade-Ortega; Holden-Valdez,"Cloud Computing, Blockchain, Cybersecurity, DevOps, Machine Learning"
MBA,"Lopez, Owens and Guerrero",2018,"Schaefer, Davenport and Huynh; Morris-Garcia; Smith Inc; Anderson-Paul","Cloud Computing, AI, Deep Learning, Machine Learning, Mobile Development, Blockchain, C++"
B.Sc,"Smith, Wilson and Jones",2020,Johnson Inc,"Data Analysis, DevOps, AI, C++, Web Development, Cloud Computing, Java"
M.Sc,Lewis PLC,2011,Williamson LLC; Hicks and Sons; Parsons-Ramos,"Project Management, Python, Java, Machine Learning, SQL, Data Analysis, DevOps"
B.Sc,Grimes-Crane,2005,"Terrell, Mccarthy and Briggs","AI, Mobile Development, C++, Data Analysis, DevOps"
B.Tech,Carroll Ltd,2006,"Huber Ltd; Garcia, Haas and Smith","Data Analysis, AI, Java, Cybersecurity, Web Development"
MBA,"Jones, Brown and Abbott",2019,"Terrell, Murphy and Scott","Cybersecurity, AI, Mobile Development, DevOps, Python, Cloud Computing"
B.Sc,George-Gilmore,2018,"Wells Inc; Hinton-Walker; Lopez, Mayo and Vaughn","Blockchain, DevOps, C++, Web Development, Java"
M.Tech,Herrera Group,2012,Evans Inc; Dominguez Inc,"Python, Project Management, Data Analysis, Deep Learning, DevOps"
M.Tech,Williams LLC,2008,"Johnson-Garza; Glover Inc; Frye, Brown and Rodriguez; Hamilton, Johnson and Simpson","SQL, Blockchain, Deep Learning, Java"
M.Tech,Watson-Taylor,2022,"Holland Ltd; Chapman Group; Young, Murphy and Ramirez; Brown Group","Web Development, SQL, DevOps, Machine Learning, Java"
Diploma,"Brown, Durham and Hamilton",2004,Anderson LLC,"AI, Project Management, Blockchain, Cybersecurity, Cloud Computing, Java"
B.Sc,Cruz-Anderson,2009,Booth-Jackson,"Cybersecurity, Data Analysis, DevOps, Web Development, C++, AI, Machine Learning"
B.Sc,Pacheco-Thompson,2005,"Newton-Hall; Santos-Bishop; Lawrence, Johnson and Mcpherson; Sanchez-Lopez","SQL, C++, Java, Deep Learning, Machine Learning"
Diploma,Beck-Carrillo,2010,"Cobb, Gilbert and Davis; Wilson-Wilson; Rogers Inc; Smith-James; Benson, Fritz and Smith","Web Development, Mobile Development, Project Management, Blockchain"
B.Tech,"Gardner, Martin and Hawkins",2012,"Byrd, Casey and Roberson; Benson-Moore","Machine Learning, SQL, Mobile Development, Web Development, C++, Python"
M.Tech,Ramirez Inc,2020,"Ritter Ltd; Allen, Ingram and Cooley; Rodriguez, Rivers and Smith; Rogers Ltd","Mobile Development, Python, Java, DevOps, Cybersecurity, Cloud Computing"
M.Sc,Gonzalez-Roth,2009,"Fuller Inc; Scott-Ramirez; Gardner Group; Gilmore LLC; Johnson, Kaiser and Adams","Java, Data Analysis, Mobile Development, DevOps, Deep Learning, Cloud Computing, C++"
Diploma,Dougherty Inc,2010,"Santana-Williams; Williams-Jones; Walker PLC; Johnson Inc; Edwards, Melton and Sanchez","Cloud Computing, Deep Learning, C++, Web Development, DevOps, Project Management, Python"
MBA,Brown LLC,2017,"Jones, Nelson and Edwards","Web Development, Cloud Computing, Blockchain, Cybersecurity, DevOps, Mobile Development, Data Analysis"
PhD,"Francis, Gibson and Harmon",2001,"Banks, Ellis and Ho; Mcknight-Barr","Java, C++, Deep Learning, Cybersecurity, DevOps, Mobile Development, Machine Learning"
M.Sc,Smith-Mcgee,2015,"Schwartz and Sons; Montoya-Juarez; Jones-Rivera; Morris and Sons; Arroyo, Robinson and Ward","C++, DevOps, Cloud Computing, Data Analysis"
B.Tech,"Johnson, Thompson and Gross",2009,Becker Group; Green Inc; Lara Inc; Mcguire Group; Arroyo Inc,"Java, Cloud Computing, DevOps, Machine Learning, Python, Deep Learning, Project Management"
MBA,"Grant, Pugh and Murray",2017,"Smith LLC; Anderson, Morris and Mahoney; Lester-Long; Ellis, Wagner and Bryant","C++, Deep Learning, DevOps, Blockchain"
MBA,"Davis, Page and Wilson",2020,"Ortiz, Herrera and Gentry; Perkins Group; King LLC; Jefferson, Smith and Martin","Blockchain, DevOps, Project Management, Java"
B.Tech,Robinson Inc,2022,Hayes Inc; Roberts-Ross; Rodriguez-Carter; Randall-Matthews; Santiago-Rodriguez,"SQL, Java, DevOps, Data Analysis, Cloud Computing, Mobile Development"
MBA,Moore Ltd,2002,"Smith PLC; Cherry, Buckley and Olsen; Santiago, Mcneil and Bray","AI, Project Management, Cybersecurity, SQL, Deep Learning, Machine Learning, Blockchain"
PhD,"Cain, Smith and Glass",2011,Hopkins-Campbell; Vasquez-Young; Bell Ltd,"Cloud Computing, Java, Project Management, Blockchain, C++, AI"
Diploma,Murphy-Campbell,2015,Foster-Castillo; Maldonado LLC; Turner LLC; Burns LLC,"Data Analysis, C++, Cloud Computing, Blockchain, DevOps, Python, Cybersecurity"
M.Sc,Le Ltd,2013,"Frazier-Sweeney; Thompson, Burns and Hicks; Thomas-Cooper; Peterson-Foley; Villarreal-Johns","SQL, Cybersecurity, Deep Learning, Blockchain, Cloud Computing, Machine Learning, Data Analysis"
MBA,Neal-Cox,2015,"Anderson, Moore and Higgins; Reilly-Williams; Goodwin-Moore","Data Analysis, C++, Java, AI, Cybersecurity, Mobile Development"
M.Tech,Adams-Brown,2013,Harris-Moore,"AI, Data Analysis, Java, Web Development, Mobile Development, Blockchain"
M.Sc,"Chung, Taylor and Campbell",2008,Martin Inc; Sellers PLC,"Cybersecurity, Data Analysis, Project Management, Machine Learning, Deep Learning, C++, Web Development"
Diploma,Williams Inc,2016,Andrews-Johnson; Butler-Cruz,"Cybersecurity, Blockchain, Cloud Computing, DevOps, Mobile Development, Python"
Diploma,Crane Inc,2023,Preston-Sanchez,"Cloud Computing, Blockchain, C++, Python, Mobile Development, Project Management, Machine Learning"
PhD,"Williams, Murphy and Dennis",2017,Marsh-Howell; Floyd-Henderson; Craig Inc,"Mobile Development, Web Development, Machine Learning, C++, DevOps, Cloud Computing"
MBA,Dillon-Campbell,2024,Hardin-Fuller; Carrillo PLC,"SQL, Cybersecurity, Java, Web Development, Cloud Computing"
M.Sc,Lutz Inc,2024,Martinez Inc; Tran-Navarro; Morgan-Davis; Roman Inc,"Java, Blockchain, Machine Learning, Cybersecurity, Project Management, Mobile Development"
B.Sc,Garcia-Jones,2007,"Johnson, Bailey and Wilson; Gilmore, Walters and Mcdonald; Hill, Warren and Martinez","DevOps, SQL, Cybersecurity, Deep Learning, Web Development, Project Management"
MBA,Diaz Group,2019,"Herrera-Ayers; Rush, Sanders and Baker; Moreno, Baxter and Bryant; Moore, Sanchez and Carter","DevOps, AI, Deep Learning, Data Analysis, SQL"
PhD,"Walker, Hall and Good",2015,Foster PLC,"Python, Java, Cloud Computing, Deep Learning, Machine Learning, Project Management"
M.Sc,Stephens-Bates,2002,"Martinez-Morales; Taylor, Lee and Miller; Graves-Robinson; Stark, Weaver and Goodwin; Gould Group","Java, Python, AI, Deep Learning, Machine Learning, Cybersecurity"
Diploma,Brown-Herrera,2011,Ewing Group; Davis-Anderson; Clay-Butler; Castillo-Weaver,"Blockchain, Java, Python, Project Management, Machine Learning, Deep Learning"
M.Sc,"Warren, Brown and Stein",2011,"Le Ltd; Burton, Ball and Rios","Python, Project Management, AI, Data Analysis, DevOps, Mobile Development, Machine Learning"
PhD,Alvarado Group,2004,"Gamble, Burgess and Caldwell; Turner, Cruz and Hall; Carpenter, Thompson and Armstrong; Jones Inc","Blockchain, AI, Project Management, SQL"
B.Tech,Schroeder-Perez,2024,Jones Ltd,"Data Analysis, Machine Learning, Deep Learning, SQL, Python, Cloud Computing"
M.Tech,Morris PLC,2002,Anderson-Brown,"DevOps, Mobile Development, Cybersecurity, SQL, Machine Learning"
Diploma,Macias-Collins,2010,"Nguyen, Johnston and Smith","C++, Cybersecurity, Cloud Computing, DevOps"
B.Tech,Williams-Bright,2014,"Roach, Crawford and Burke; Booth-Lewis; Doyle, White and Bell; Chen Ltd","SQL, Java, C++, Cloud Computing, Machine Learning"
B.Sc,"Reynolds, Hansen and Mann",2009,"Spence-Clark; Malone, Campbell and Hill","Machine Learning, Cloud Computing, Web Development, Project Management, Python, Cybersecurity, Deep Learning"
PhD,Clark and Sons,2007,"Jones, Wilkerson and Cox","Java, Cybersecurity, Mobile Development, Machine Learning, Web Development"
B.Sc,Gibson-Wong,2019,"Reeves LLC; Freeman-Lutz; Johnson, Perry and Clark; Garcia Inc","SQL, Project Management, Cybersecurity, Blockchain, Deep Learning"
B.Tech,"Knight, Snyder and Zamora",2015,Clark LLC; Casey-Le; Vasquez-Kidd,"Machine Learning, Project Management, SQL, AI, Java, Python"
M.Sc,Pham-Knight,2001,Gilmore PLC; Martin LLC,"Deep Learning, AI, C++, DevOps"
M.Sc,Kim LLC,2007,Lewis-Wright; Black Ltd; Calhoun-Smith; Erickson-Golden; Rollins and Sons,"SQL, Cybersecurity, Deep Learning, Blockchain, AI"
B.Tech,Ryan-Ruiz,2007,"Stevenson-Scott; Hall Group; Russell, Tanner and Walters; Watkins and Sons","Cloud Computing, Python, DevOps, Mobile Development, Deep Learning, C++"
M.Sc,Burton-Potter,2009,"Hansen-Johnson; Warren, Jackson and Daniels","Mobile Development, C++, Cybersecurity, Data Analysis, Python, Machine Learning, Deep Learning"
B.Sc,Roman Ltd,2001,Mack LLC; Marquez-Jones; Turner Ltd; Taylor Ltd; Armstrong Inc,"SQL, Blockchain, Machine Learning, Web Development, AI, C++, Project Management"
Diploma,"Reynolds, Gilbert and Sharp",2007,"Freeman, Patterson and Thompson","Web Development, Java, Cybersecurity, Machine Learning, Project Management, Mobile Development"
Diploma,"Avery, Flowers and Morales",2020,Bishop Group; Williams-Smith; Baker-Skinner,"Java, Web Development, Data Analysis, Project Management"
Diploma,Allen-Phillips,2001,Gallagher-Taylor; Perez-Mendez; Blackwell LLC; Martinez-Garcia,"Java, Blockchain, Machine Learning, DevOps, Python"
MBA,Beasley-Torres,2010,"Martinez Group; Oliver, Swanson and Hall; Torres-Stevenson; Price PLC","Python, AI, Java, Deep Learning, SQL, C++"
MBA,Caldwell Ltd,2006,"Anderson-Clark; Clark and Sons; Wells, Moore and Watson","Machine Learning, C++, DevOps, SQL, Deep Learning, Mobile Development, Java"
MBA,"Solis, Dickson and Summers",2015,"Miller, Grant and Curtis","DevOps, Mobile Development, Cloud Computing, AI, Blockchain"
B.Tech,"Hickman, Gray and Wilson",2007,"Zamora, Morgan and Cooper; Mitchell Group; Green LLC; Ramos LLC; Russell, Gonzales and Hall","Python, Deep Learning, Mobile Development, DevOps, Blockchain, AI, Cybersecurity"
B.Tech,Bowman LLC,2004,"Roy-Strong; Taylor Ltd; Gentry-Padilla; Guerra, Santana and Williams; Casey-King","Project Management, Web Development, DevOps, Java, Data Analysis, Blockchain"
PhD,"Keith, Jones and Roberts",2004,"Smith-Mata; Sanchez, Roberts and Adams; Summers-Murillo","Cloud Computing, Mobile Development, AI, C++, Blockchain"
B.Tech,Petersen and Sons,2024,"Ward-Rogers; Reed, Gaines and Johnson; Wilson Group; Curtis, Reilly and Underwood","DevOps, AI, Machine Learning, Deep Learning, Mobile Development"
B.Sc,"Allen, Roberts and Ross",2009,Murillo PLC,"Data Analysis, Python, Blockchain, SQL, Deep Learning, Mobile Development, Web Development"
Diploma,Potter-Crawford,2009,"Santana PLC; Hall, Cummings and Pham; Turner PLC; Nolan, Ramos and Williams; Petersen LLC","DevOps, Data Analysis, Deep Learning, Java, C++, Mobile Development"
M.Sc,"Howe, Leon and Clark",2018,Munoz Inc; Hall-Campbell,"Machine Learning, Mobile Development, Deep Learning, DevOps, SQL, AI, Project Management"
B.Tech,Roberts Group,2000,Barr-Olson; Mathews-Ellis,"Machine Learning, Python, Cybersecurity, C++, Mobile Development, SQL, DevOps"
Diploma,Thomas and Sons,2011,"Sheppard, Brooks and Lopez; Giles-Lucero","AI, C++, Deep Learning, Data Analysis"
B.Tech,Lopez Group,2011,White Inc,"Java, Project Management, DevOps, C++, Cloud Computing"
M.Tech,Taylor LLC,2010,Edwards-Fernandez; Williams-Gutierrez,"Web Development, Mobile Development, Java, DevOps, Cloud Computing"
PhD,Turner and Sons,2005,"Miller, Ramirez and Gonzalez","SQL, C++, Python, Web Development, Machine Learning, Cloud Computing, Java"
PhD,Wolf-Nelson,2007,Stephenson-Garcia,"Blockchain, Data Analysis, Java, C++"
PhD,Ponce-Sanchez,2006,"Stevenson Group; Smith Group; Long-Morris; Frederick Ltd; Frey, Ryan and Reed","DevOps, Project Management, Web Development, C++, Data Analysis, AI"
B.Sc,Bauer PLC,2019,Evans-Preston,"AI, Mobile Development, Python, Blockchain, SQL, Data Analysis, Machine Learning"
B.Tech,"Gilbert, Lopez and Martin",2021,"Clarke Inc; Barton and Sons; Lopez, Robles and Chen; Merritt Group","Data Analysis, AI, Machine Learning, Blockchain, Java, Cybersecurity"
M.Sc,Duncan-Morse,2003,"Wright Group; Lee, Conley and Johnson; Cross, Henderson and Lee; Vargas, Williams and Russell; Holloway Inc","Python, Data Analysis, Deep Learning, C++, SQL, Blockchain, Cloud Computing"
B.Sc,Schneider LLC,2017,"Hopkins PLC; Johnson, Rodriguez and Gray","Mobile Development, Web Development, Cybersecurity, C++, Deep Learning, Java"
Diploma,Delgado-Levy,2019,"Leonard PLC; Blair LLC; Lambert-Mendez; Price, Rodriguez and Farley","Cloud Computing, Java, Cybersecurity, Machine Learning, Blockchain"
B.Tech,"Martin, Martinez and Harris",2021,"Huff, Dyer and Mills; Williams LLC","DevOps, Machine Learning, Java, Python"
MBA,"Nguyen, Green and Rowe",2000,Davis-Marshall; Mendez Group,"Java, Data Analysis, Web Development, Python, Cloud Computing"
B.Sc,"David, Cole and Mclean",2012,Little-Gallagher; Swanson-Carroll,"AI, Data Analysis, Cloud Computing, Project Management, C++, DevOps"
B.Tech,"Pierce, Hernandez and Parks",2015,King-Weber; Fletcher Ltd,"Machine Learning, SQL, C++, Project Management, DevOps, Cybersecurity"
MBA,Smith-Lewis,2008,"Simon, Miller and Saunders; Gill-Mills; Turner-Evans; Willis, Carroll and Dominguez","Python, C++, Cloud Computing, Java"
M.Tech,Parker-Davis,2020,"Lewis, Bartlett and Bauer; Rivera Group","DevOps, Cloud Computing, Machine Learning, Web Development"
MBA,"Miller, Ramirez and Wilson",2014,Knapp PLC; Wallace PLC,"Web Development, Java, DevOps, Machine Learning, AI"
MBA,"Jackson, Sawyer and Burns",2011,Roy Group; Wu-Romero; Wright PLC; Perez PLC; Sutton Inc,"Project Management, DevOps, Mobile Development, Machine Learning, Deep Learning, SQL, Python"
MBA,Collins LLC,2008,"Bernard-Harrison; Mullins, Schwartz and Beard; Hunter PLC","Deep Learning, Cloud Computing, Data Analysis, Python"
MBA,Wright-Davis,2023,Hall-Anderson; Williams Group; Richard-Estes,"DevOps, Machine Learning, C++, Cloud Computing, Deep Learning, Project Management, Mobile Development"
MBA,"Brown, Dawson and Wolfe",2015,Wilson LLC; Rodriguez-Bailey; Conway Inc,"Data Analysis, Web Development, Mobile Development, Cloud Computing, Java, Cybersecurity"
M.Tech,Watkins PLC,2000,"Moses, Morgan and Barron; Hill and Sons","Python, SQL, Machine Learning, Cybersecurity, Java, Mobile Development, Blockchain"
B.Tech,Ferguson-Rose,2018,"Wilson Ltd; Jones-Campos; Patterson, Lane and Lane; Martin LLC; Hill-Miller","Cybersecurity, Blockchain, Mobile Development, Project Management, DevOps, Machine Learning"
Diploma,Gibson-Brown,2005,"Wilson, Bennett and Conner; Hickman and Sons","Blockchain, SQL, Project Management, Web Development, C++, Cloud Computing"
B.Tech,"Hughes, Merritt and Scott",2005,Watts Inc; Evans and Sons; Lucero Ltd,"DevOps, Cloud Computing, Machine Learning, Python, C++, AI, Mobile Development"
B.Tech,Harris and Sons,2002,"Adkins, Whitehead and Hall","Project Management, Data Analysis, Web Development, Deep Learning, Mobile Development, DevOps, C++"
M.Tech,Bradley-Lewis,2017,Lowe PLC; Mejia-Arellano; Bowman Ltd; Holland Group,"Cybersecurity, Python, Deep Learning, Cloud Computing, Mobile Development, Web Development, AI"
M.Sc,Salazar Inc,2022,"Shea-Leon; Mccarthy, Lucas and Harris; Smith LLC; Green-Vega","Cybersecurity, Mobile Development, SQL, Data Analysis, C++, Java"
